,Canonical_Smiles,Inhibition
269,O=S(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+],2.20775
270,Cc1nc2ccc(Cl)cc2[nH]1,1.8996499999999998
271,C=Cc1ccccc1,0.9833000000000001
272,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],56.422
273,O=P([O-])(O)OP(=O)([O-])O.[Na+].[Na+],0.6856
274,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,9.94275
275,COc1cccc(N)c1,82.2162
276,Oc1cccc(Cl)c1,0.5834
277,CCCCC(CC)COCCCN,42.54605
278,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.55885
279,Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,15.2212
280,CCCCCCCCCCCCCCCCCC(=O)[O-].OCC[NH+](CCO)CCO,64.51565000000001
281,O=C1c2ccccc2C(=O)N1CO,1.3009499999999998
282,CCCCCCCCCC#N,0.10220000000000001
283,O=S(=O)([O-])CCS.[Na+],1.38
284,CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,64.15065
285,NNC(=O)c1ccccc1,10.8154
286,Cc1cc(=O)oc2cc(O)cc(O)c12,12.969449999999998
287,CCN(CC)c1ccc(N)cc1,16.799
288,CCOC(=O)C(C)O,4.63565
289,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,10.9567
290,CC(C)CC=O,1.49785
291,NNc1nc(-c2ccccc2)cs1,31.044600000000003
292,COC1=CC(=O)O[C@@H](/C=C/c2ccc3c(c2)OCO3)C1,42.093599999999995
293,CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,11.69965
294,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,6.2522
295,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,67.33025
296,O=C(O)C(Br)(Br)Br,1.0377
297,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C.O,67.6311
298,C[C@@H]1C[C@H]2O[C@@]3(O[C@@H]2C(C)(C)O)[C@H](O)[C@@]2(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]2(C)[C@@H]13,64.81649999999999
299,Nc1ccccc1O,14.63355
300,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,29.001800000000003
