Canonical_Smiles,Inhibition
CS(=O)(=O)Nc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)c1,70.4532
CN1CC[C@@]2(CCCN(C(=O)c3ccco3)C2)C1,21.4948
CCN(Cc1cc(Cl)cc(C)c1O)Cc1c(O)ccc2ccccc12,15.9148
C=C1CCC2C(CC2(C)C)C(=O)CCC1O,66.1439
CN(C)Cc1ccccc1-c1nc(N2CCOCC2)c2ccccc2n1,11.0707
C[C@@H](COc1ccccc1)N(CCCl)Cc1ccccc1,16.8233
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl,38.1293
C1C[C@@H]2CN(CCCN3CCOCC3)[C@@H](C1)O2,5.9127
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,3.1422
CC(=O)[O-].CC(=O)[O-].O.O.[Cd+2],2.3672
COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccccc1,30.1804
O=C1OC(=O)C2C3CCC(O3)C12,14.3058
COc1ccc(Oc2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C)c3n2)cc1,67.9424
CC1(C)N=C(N)N=C(N)N1CCCCc1ccccc1,18.7936
COc1ccc(Oc2ncc3nc(-c4ccc(OC)cc4)c(=O)n(C4CC4)c3n2)cc1,65.749
COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Nc3cccc(OC)c3)nc21,47.3359
COC1(C)CCC2OC2(C)CCC2C1CC2(C)C,41.0084
CN(Cc1cc(Br)cc(Br)c1O)Cc1c(O)ccc2ccccc12,38.529
C[C@@H](O)CN(CCN(C[C@@H](C)O)C[C@@H](C)O)C[C@@H](C)O.O=[N+]([O-])O.[Cu],36.8327
O=C(/C=C/c1ccccc1)N1CCCC1CO,20.7498
COc1cccc(OC)c1OCCNC[C@@H]1CSc2ccccc2O1,37.4124
C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,7.6319
CCCC(=O)Cl,2.3667
NC(=O)CN1CCCC1=O,29.1855
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3Cl)c2c1,82.6021
CC1(C)CC23C(=O)CCC(O)C2(C)CCC13,18.308
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cncnc32)cc1,36.7634
O=C(O)c1nnsc1-c1csnn1,19.6771
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccc(Cl)cc1,100.0
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.871
C=CCc1ccccc1OC[C@H](O)CN[C@]1(C)CCC[C@@H](C(C)(C)NC(=O)CBr)C1,75.0439
C[C@@H]1/C(=N/O)CC2C[C@@H]1C2(C)C,1.699
COc1ccccc1CN1CCCC2(CCN(C(C)=O)CC2)C1,12.5527
CCCCCCCC(=O)Cl,24.9865
COc1ccccc1CNc1cc(-c2cccnc2)ncn1,88.5818
COC(=O)NC(c1cccc(F)c1)[C@@]1(C(=O)OC)CCCC1=O,15.6548
CN1CCN(c2ncc3nc(-c4cccc(C#N)c4)c(=O)n(CCc4ccccc4)c3n2)CC1,6.0379
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1,27.2385
NC[C@H](O)c1cc(O)c(O)cc1F,22.2593
C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2.2019
c1ccc2c(c1)-c1ccccc1C2N1CC2CCC(CC2)C1,5.361
C=C1CCC(OC(C)=O)/C(C)=C/CC2[C@H]1CC2(C)C,16.4694
O=[Cd],8.9923
Nc1nc(N)nc(CC(=O)O)n1,10.1077
C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,11.219
CCCCCCC(=O)Cc1cc(OC)c(OC)cc1/C=C(/C(C)=O)C(=O)OC,68.227
COc1ccc(CNc2cc(-c3ccccc3CN(C)C)ncn2)c(OC)c1,24.4386
COc1ccc2[nH]cc(CCNc3cc(-c4ccoc4)ncn3)c2c1,63.652
CN(CCCl)Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,17.824
CC(=O)OC1CCC23CC1(C)CCC2C(C)(C)CC3OC(C)=O,22.2314
CN(C)C(=O)c1ccc(-c2nc(N(C)C)c3ccccc3n2)cc1,13.3139
O=C(O)CSc1ncccc1[N+](=O)[O-],6.9463
COC(=O)NC(c1ccc2ccccc2c1)C(C(C)=O)C(=O)OC,19.359
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]3CC[C@](O)(C(=O)CO)[C@]3(C)CC(=O)[C@@H]12,10.9543
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccccc3)c2n1,58.0205
Nc1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c2c1O,15.9388
